Date,Time,Day of the Week,Origin,Destination,Route,Weather Conditions,Accident Reports,Traffic Intensity,Distance
2025-03-08,18:54:28,Saturday,Cửa hàng Điện máy X,Đền Bà Thiên Hậu,Đường Trường Chinh,Cloudy,0,36,4.39
2025-03-17,22:26:28,Monday,Ngã tư Lê Văn Sỹ,Sân vận động Quận 5,Đường Lý Thường Kiệt,Sunny,2,26,0.5
2025-03-23,03:52:28,Sunday,Trung tâm Văn hóa Dân gian,Bảo tàng Quận 5,Đường 3/2,Sunny,1,41,1.93
2025-03-15,02:33:28,Saturday,Nhà thờ Chợ Lớn,Bưu điện Chợ Lớn,Đường Tô Hiệu,Sunny,0,38,6.52
2025-03-15,06:09:28,Saturday,Bảo tàng Quận 5,Trường Trung học Chợ Lớn,Đường Nguyễn Văn Linh,Rainy,0,20,4.44
2025-03-21,13:23:28,Friday,Đền Bà Thiên Hậu,Sân vận động Quận 5,Đường 3/2,Sunny,1,7,6.84
2025-03-11,05:38:28,Tuesday,Bưu điện Chợ Lớn,Trung tâm Y tế Quận 5,Đường Tô Hiệu,Cloudy,0,50,4.68
2025-02-24,13:47:28,Monday,Trạm xe buýt Quận 5,Sân vận động Quận 5,Đường Lê Văn Sỹ,Sunny,1,24,7.79
2025-03-20,02:48:28,Thursday,Công viên District 5,Siêu thị Big C District 5,Đường Trường Chinh,Sunny,1,50,6.09
2025-03-16,15:21:28,Sunday,Đền Bà Thiên Hậu,Trường Tiểu học Chợ Lớn,Đường Cách Mạng Tháng Tám,Cloudy,0,29,4.45
2025-03-09,15:08:28,Sunday,Sân vận động Quận 5,Bảo tàng Quận 5,Đường 3/2,Sunny,1,6,3.88
2025-03-25,04:41:28,Tuesday,Siêu thị Big C District 5,Trung tâm Thương Mại Chợ Lớn,Đường Bạch Đằng,Sunny,0,32,6.27
2025-03-21,14:11:28,Friday,Chợ Bình Tây,Trạm xe buýt Quận 5,Đường Lê Văn Sỹ,Sunny,1,43,4.71
2025-03-01,16:27:28,Saturday,Sân vận động Quận 5,Bưu điện Chợ Lớn,Đường Nguyễn Văn Linh,Rainy,1,21,3.46
2025-03-19,04:53:28,Wednesday,Trường Trung học Chợ Lớn,Ngã tư Lê Văn Sỹ,Đường Bạch Đằng,Sunny,0,12,3.84
2025-03-18,11:33:28,Tuesday,Bảo tàng Quận 5,Trung tâm Thương Mại Chợ Lớn,Đường Lý Tự Trọng,Cloudy,1,40,3.46
2025-03-13,23:30:28,Thursday,Trường Tiểu học Chợ Lớn,Siêu thị Big C District 5,Đường Đồng Khởi,Cloudy,3,13,2.65
2025-03-02,17:38:28,Sunday,Chợ Bình Đông,Đền Vua,Đường Trường Chinh,Cloudy,1,10,4.89
2025-03-15,09:45:28,Saturday,Nhà thờ Chợ Lớn,Ngã tư Lê Văn Sỹ,Đường Cách Mạng Tháng Tám,Rainy,0,26,8.17
2025-03-09,09:28:28,Sunday,Trường Trung học Chợ Lớn,Cửa hàng Điện máy X,Đường Pasteur,Stormy,4,14,2.19
2025-03-18,19:21:28,Tuesday,Trung tâm Văn hóa Chợ Lớn,Sân vận động Quận 5,Đường Đồng Khởi,Sunny,1,44,6.01
2025-03-11,15:38:28,Tuesday,Trạm xe buýt Quận 5,Trung tâm Y tế Quận 5,Đường Lý Tự Trọng,Rainy,2,30,2.34
2025-03-05,02:35:28,Wednesday,Trung tâm Thương Mại Chợ Lớn,Cửa hàng Điện máy X,Đường Lê Văn Sỹ,Sunny,2,38,4.99
2025-03-15,05:12:28,Saturday,Đền Bà Thiên Hậu,Nhà thờ Chợ Lớn,Đường Bạch Đằng,Sunny,4,31,4.8
2025-03-13,20:56:28,Thursday,Trung tâm Y tế Quận 5,Trung tâm Văn hóa Chợ Lớn,Đường Lý Tự Trọng,Stormy,2,26,5.06
2025-03-02,06:25:28,Sunday,Ngã tư Lê Văn Sỹ,Cửa hàng Điện máy X,Đường Trần Hưng Đạo,Rainy,1,1,6.64
2025-03-16,13:27:28,Sunday,Bưu điện Chợ Lớn,Ngã tư Lê Văn Sỹ,Đường Lý Thường Kiệt,Sunny,1,37,6.02
2025-03-03,01:59:28,Monday,Trung tâm Văn hóa Dân gian,Trung tâm Văn hóa Chợ Lớn,Đường 3/2,Sunny,0,36,4.71
2025-03-08,14:00:28,Saturday,Nhà thờ Chợ Lớn,Siêu thị Big C District 5,Đường Bạch Đằng,Sunny,0,31,4.57
2025-02-28,04:15:28,Friday,Nhà thờ Chợ Lớn,Trạm xe buýt Quận 5,Đường Lê Văn Sỹ,Stormy,1,38,3.77
2025-03-25,01:09:28,Tuesday,Bảo tàng Quận 5,Trạm xe buýt Quận 5,Đường Cái Vạn,Cloudy,1,9,6.82
2025-03-07,04:57:28,Friday,Trường Trung học Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Bạch Đằng,Sunny,1,42,6.08
2025-03-01,00:03:28,Saturday,Bưu điện Chợ Lớn,Sân vận động Quận 5,Đường Nguyễn Văn Quá,Cloudy,1,7,4.97
2025-02-25,20:09:28,Tuesday,Đền Bà Thiên Hậu,Nhà thờ Chợ Lớn,Đường Trường Chinh,Sunny,0,24,4.97
2025-03-12,20:04:28,Wednesday,Công viên District 5,Trung tâm Văn hóa Dân gian,Đường Nguyễn Văn Quá,Sunny,1,54,4.68
2025-03-15,06:36:28,Saturday,Cửa hàng Điện máy X,Bệnh viện Quận 5,Đường Nguyễn Văn Quá,Sunny,4,5,3.25
2025-03-24,06:15:28,Monday,Trung tâm Y tế Quận 5,Siêu thị Big C District 5,Đường Nguyễn Văn Linh,Sunny,0,18,4.19
2025-03-23,01:29:28,Sunday,Trung tâm Văn hóa Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Lý Tự Trọng,Cloudy,1,33,5.55
2025-03-17,10:30:28,Monday,Đền Vua,Chợ Bình Tây,Đường Lý Thường Kiệt,Rainy,1,34,3.64
2025-03-09,14:42:28,Sunday,Trạm xe buýt Quận 5,Bệnh viện Quận 5,Đường 3/2,Sunny,0,38,3.4
2025-03-12,05:58:28,Wednesday,Cửa hàng Điện máy X,Trường Trung học Chợ Lớn,Đường Nguyễn Văn Linh,Stormy,0,38,7.32
2025-03-07,21:42:28,Friday,Sân vận động Quận 5,Trường Trung học Chợ Lớn,Đường Lê Lợi,Stormy,1,32,6.21
2025-03-18,12:19:28,Tuesday,Bưu điện Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Lê Văn Sỹ,Cloudy,1,30,6.11
2025-03-22,16:22:28,Saturday,Trường Trung học Chợ Lớn,Chợ Bình Tây,Đường Tô Hiệu,Cloudy,0,38,3.29
2025-03-09,00:20:28,Sunday,Chợ Bình Tây,Cửa hàng Điện máy X,Đường Tô Hiệu,Cloudy,1,25,2.44
2025-02-26,18:06:28,Wednesday,Siêu thị Big C District 5,Bảo tàng Quận 5,Đường Tô Hiệu,Rainy,3,11,6.72
2025-03-09,13:08:28,Sunday,Trung tâm Thương Mại Chợ Lớn,Siêu thị Big C District 5,Đường Trường Chinh,Sunny,2,30,4.72
2025-03-25,11:53:28,Tuesday,Trường Tiểu học Chợ Lớn,Siêu thị Big C District 5,Đường Cách Mạng Tháng Tám,Cloudy,2,21,4.81
2025-03-26,12:32:28,Wednesday,Trung tâm Văn hóa Chợ Lớn,Bưu điện Chợ Lớn,Đường Lý Thường Kiệt,Cloudy,1,58,6.45
2025-02-26,07:35:28,Wednesday,Trường Trung học Chợ Lớn,Sân vận động Quận 5,Đường Cái Vạn,Cloudy,0,38,7.58
2025-03-02,12:04:28,Sunday,Chợ Bình Đông,Trường Trung học Chợ Lớn,Đường Trần Hưng Đạo,Cloudy,0,46,3.3
2025-03-04,12:22:28,Tuesday,Trường Tiểu học Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,Đường Trường Chinh,Cloudy,1,31,7.39
2025-03-13,04:08:28,Thursday,Ngã tư Lê Văn Sỹ,Đền Vua,Đường Tô Hiệu,Sunny,0,36,2.79
2025-03-18,10:50:28,Tuesday,Trường Trung học Chợ Lớn,Nhà thờ Chợ Lớn,Đường Trường Chinh,Sunny,1,67,1.6
2025-02-27,22:46:28,Thursday,Trung tâm Văn hóa Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Tô Hiệu,Cloudy,0,7,7.53
2025-03-14,14:36:28,Friday,Trạm xe buýt Quận 5,Công viên District 5,Đường 3/2,Cloudy,1,62,8.08
2025-02-25,03:44:28,Tuesday,Đền Vua,Trạm xe buýt Quận 5,Đường 3/2,Sunny,1,27,6.66
2025-03-08,10:53:28,Saturday,Cửa hàng Điện máy X,Trung tâm Y tế Quận 5,Đường Tô Hiệu,Cloudy,1,58,5.18
2025-03-13,10:16:28,Thursday,Bưu điện Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Lý Tự Trọng,Sunny,4,66,4.73
2025-03-22,01:44:28,Saturday,Nhà thờ Chợ Lớn,Siêu thị Big C District 5,Đường Lê Lợi,Cloudy,1,26,7.29
2025-03-25,10:33:28,Tuesday,Sân vận động Quận 5,Trường Trung học Chợ Lớn,Đường Nguyễn Văn Linh,Sunny,0,50,2.76
2025-03-02,21:12:28,Sunday,Đền Bà Thiên Hậu,Trường Trung học Chợ Lớn,Đường Lý Tự Trọng,Sunny,2,11,4.07
2025-03-07,04:59:28,Friday,Trạm xe buýt Quận 5,Trung tâm Văn hóa Chợ Lớn,Đường Lê Văn Sỹ,Sunny,0,14,0.5
2025-03-21,02:34:28,Friday,Trung tâm Văn hóa Dân gian,Cửa hàng Điện máy X,Đường Bạch Đằng,Cloudy,1,30,3.8
2025-03-15,09:41:28,Saturday,Bưu điện Chợ Lớn,Bảo tàng Quận 5,Đường Pasteur,Sunny,0,18,5.24
2025-03-09,06:05:28,Sunday,Đền Bà Thiên Hậu,Công viên District 5,Đường Lê Lợi,Sunny,1,13,3.32
2025-03-07,06:25:28,Friday,Công viên District 5,Bưu điện Chợ Lớn,Đường Nguyễn Văn Linh,Sunny,0,1,3.51
2025-03-25,20:51:28,Tuesday,Công viên District 5,Đền Bà Thiên Hậu,Đường Lê Văn Sỹ,Sunny,1,26,5.13
2025-03-02,01:57:28,Sunday,Sân vận động Quận 5,Chợ Bình Đông,Đường Nguyễn Văn Linh,Sunny,0,9,3.16
2025-03-25,15:01:28,Tuesday,Siêu thị Big C District 5,Chợ Bình Tây,Đường Cái Vạn,Cloudy,0,36,5.16
2025-03-07,14:34:28,Friday,Trung tâm Văn hóa Chợ Lớn,Cửa hàng Điện máy X,Đường Lê Lợi,Sunny,2,20,3.92
2025-03-21,17:52:28,Friday,Trường Tiểu học Chợ Lớn,Cửa hàng Điện máy X,Đường Lê Lợi,Rainy,1,12,4.83
2025-03-07,03:01:28,Friday,Nhà thờ Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,Đường Trường Chinh,Rainy,1,15,6.81
2025-02-24,15:37:28,Monday,Đền Vua,Trung tâm Văn hóa Chợ Lớn,Đường Nguyễn Văn Quá,Cloudy,1,30,3.71
2025-03-04,11:07:28,Tuesday,Bưu điện Chợ Lớn,Chợ Bình Tây,Đường Nguyễn Văn Quá,Sunny,1,17,3.09
2025-03-07,08:25:28,Friday,Cửa hàng Điện máy X,Nhà thờ Chợ Lớn,Đường Cái Vạn,Sunny,2,10,4.88
2025-02-26,21:46:28,Wednesday,Trung tâm Văn hóa Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Đồng Khởi,Sunny,2,4,6.01
2025-02-27,09:57:28,Thursday,Bảo tàng Quận 5,Sân vận động Quận 5,Đường Trường Chinh,Sunny,1,29,7.38
2025-03-23,12:58:28,Sunday,Bưu điện Chợ Lớn,Sân vận động Quận 5,Đường Đồng Khởi,Sunny,0,24,3.31
2025-03-24,12:23:28,Monday,Đền Bà Thiên Hậu,Ngã tư Lê Văn Sỹ,Đường Cách Mạng Tháng Tám,Sunny,1,30,3.09
2025-02-25,22:33:28,Tuesday,Đền Bà Thiên Hậu,Bảo tàng Quận 5,Đường Tô Hiệu,Sunny,3,10,5.48
2025-03-01,10:27:28,Saturday,Bảo tàng Quận 5,Sân vận động Quận 5,Đường 3/2,Rainy,2,58,7.37
2025-03-11,04:21:28,Tuesday,Siêu thị Big C District 5,Trung tâm Văn hóa Chợ Lớn,Đường 3/2,Sunny,2,47,4.41
2025-03-24,22:27:28,Monday,Cửa hàng Điện máy X,Trạm xe buýt Quận 5,Đường Bạch Đằng,Sunny,0,19,7.59
2025-03-23,17:02:28,Sunday,Ngã tư Lê Văn Sỹ,Trường Trung học Chợ Lớn,Đường Lý Tự Trọng,Cloudy,0,29,6.09
2025-03-16,02:25:28,Sunday,Bưu điện Chợ Lớn,Trạm xe buýt Quận 5,Đường Bạch Đằng,Rainy,0,44,7.43
2025-03-16,02:17:28,Sunday,Sân vận động Quận 5,Trung tâm Thương Mại Chợ Lớn,Đường Lê Văn Sỹ,Sunny,0,6,4.95
2025-03-17,03:52:28,Monday,Trung tâm Y tế Quận 5,Trung tâm Văn hóa Dân gian,Đường Bạch Đằng,Sunny,0,16,5.57
2025-03-15,22:40:28,Saturday,Nhà thờ Chợ Lớn,Đền Vua,Đường Trần Hưng Đạo,Stormy,1,58,2.31
2025-03-18,02:33:28,Tuesday,Chợ Bình Đông,Trung tâm Văn hóa Dân gian,Đường 3/2,Cloudy,1,29,6.45
2025-03-13,11:33:28,Thursday,Trung tâm Văn hóa Chợ Lớn,Trạm xe buýt Quận 5,Đường Cái Vạn,Cloudy,1,19,8.8
2025-03-22,01:56:28,Saturday,Trạm xe buýt Quận 5,Nhà thờ Chợ Lớn,Đường Nguyễn Văn Linh,Sunny,0,14,4.62
2025-03-12,14:45:28,Wednesday,Trung tâm Văn hóa Dân gian,Đền Bà Thiên Hậu,Đường Cách Mạng Tháng Tám,Cloudy,0,26,5.84
2025-03-12,12:37:28,Wednesday,Bưu điện Chợ Lớn,Cửa hàng Điện máy X,Đường Đồng Khởi,Sunny,0,16,6.78
2025-03-26,09:51:28,Wednesday,Bảo tàng Quận 5,Trung tâm Thương Mại Chợ Lớn,Đường Tô Hiệu,Sunny,0,5,3.71
2025-03-21,20:07:28,Friday,Công viên District 5,Bưu điện Chợ Lớn,Đường Trường Chinh,Sunny,0,12,7.1
2025-03-06,19:33:28,Thursday,Trung tâm Văn hóa Dân gian,Trạm xe buýt Quận 5,Đường Trường Chinh,Rainy,1,26,6.8
2025-03-24,10:43:28,Monday,Trạm xe buýt Quận 5,Chợ Bình Tây,Đường Pasteur,Rainy,0,55,5.14
2025-03-08,16:39:28,Saturday,Chợ Bình Tây,Bệnh viện Quận 5,Đường Cách Mạng Tháng Tám,Cloudy,4,0,5.48
2025-03-10,14:01:28,Monday,Nhà thờ Chợ Lớn,Công viên District 5,Đường Cái Vạn,Sunny,2,31,6.02
2025-03-03,01:00:28,Monday,Cửa hàng Điện máy X,Trung tâm Y tế Quận 5,Đường 3/2,Sunny,1,13,6.48
2025-03-25,08:07:28,Tuesday,Chợ Bình Tây,Chợ Bình Đông,Đường Bạch Đằng,Cloudy,1,27,6.22
2025-03-13,15:26:28,Thursday,Trung tâm Văn hóa Dân gian,Sân vận động Quận 5,Đường Trần Hưng Đạo,Sunny,1,13,4.14
2025-03-10,16:55:28,Monday,Nhà thờ Chợ Lớn,Cửa hàng Điện máy X,Đường Pasteur,Sunny,0,23,2.52
2025-02-26,21:59:28,Wednesday,Trung tâm Văn hóa Chợ Lớn,Bệnh viện Quận 5,Đường Trường Chinh,Cloudy,1,19,7.17
2025-02-28,05:38:28,Friday,Đền Vua,Sân vận động Quận 5,Đường Nguyễn Văn Linh,Sunny,1,56,6.34
2025-03-24,03:37:28,Monday,Sân vận động Quận 5,Trung tâm Văn hóa Dân gian,Đường Cách Mạng Tháng Tám,Sunny,1,15,4.2
2025-03-19,20:09:28,Wednesday,Bưu điện Chợ Lớn,Công viên District 5,Đường Lê Văn Sỹ,Sunny,0,18,6.02
2025-03-23,12:23:28,Sunday,Bảo tàng Quận 5,Ngã tư Lê Văn Sỹ,Đường Nguyễn Văn Linh,Sunny,0,69,8.22
2025-03-06,13:23:28,Thursday,Trung tâm Y tế Quận 5,Siêu thị Big C District 5,Đường Cái Vạn,Sunny,1,35,3.56
2025-03-10,05:45:28,Monday,Trường Tiểu học Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,Đường Trường Chinh,Sunny,0,5,7.35
2025-03-11,10:55:28,Tuesday,Bưu điện Chợ Lớn,Chợ Bình Tây,Đường Lý Tự Trọng,Cloudy,1,10,6.52
2025-03-04,12:26:28,Tuesday,Trung tâm Văn hóa Chợ Lớn,Trung tâm Y tế Quận 5,Đường Đồng Khởi,Cloudy,1,12,4.74
2025-03-19,06:57:28,Wednesday,Trạm xe buýt Quận 5,Công viên District 5,Đường 3/2,Sunny,3,7,6.47
2025-02-26,10:44:28,Wednesday,Trung tâm Văn hóa Dân gian,Chợ Bình Tây,Đường Lý Tự Trọng,Rainy,3,44,7.78
2025-03-10,18:28:28,Monday,Cửa hàng Điện máy X,Trung tâm Văn hóa Dân gian,Đường Pasteur,Sunny,2,35,7.34
2025-03-25,15:44:28,Tuesday,Trung tâm Văn hóa Dân gian,Trường Trung học Chợ Lớn,Đường 3/2,Sunny,0,34,3.07
2025-03-11,07:16:28,Tuesday,Bệnh viện Quận 5,Siêu thị Big C District 5,Đường Lý Tự Trọng,Rainy,1,26,7.43
2025-03-12,23:46:28,Wednesday,Chợ Bình Đông,Trung tâm Văn hóa Dân gian,Đường Tô Hiệu,Sunny,1,30,4.95
2025-03-16,08:24:28,Sunday,Cửa hàng Điện máy X,Trung tâm Y tế Quận 5,Đường Đồng Khởi,Sunny,1,28,4.05
2025-03-10,15:26:28,Monday,Nhà thờ Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Trần Hưng Đạo,Cloudy,0,42,4.48
2025-02-27,23:57:28,Thursday,Ngã tư Lê Văn Sỹ,Bưu điện Chợ Lớn,Đường Đồng Khởi,Cloudy,2,21,4.33
2025-03-12,10:08:28,Wednesday,Công viên District 5,Trung tâm Văn hóa Chợ Lớn,Đường Lê Lợi,Sunny,1,30,2.61
2025-03-08,04:07:28,Saturday,Trường Tiểu học Chợ Lớn,Bệnh viện Quận 5,Đường Pasteur,Sunny,0,14,7.46
2025-03-26,08:31:28,Wednesday,Chợ Bình Đông,Bệnh viện Quận 5,Đường Trường Chinh,Cloudy,0,5,6.92
2025-03-17,15:17:28,Monday,Cửa hàng Điện máy X,Sân vận động Quận 5,Đường Nguyễn Văn Linh,Rainy,3,8,9.67
2025-03-22,05:06:28,Saturday,Siêu thị Big C District 5,Nhà thờ Chợ Lớn,Đường Tô Hiệu,Stormy,0,25,10.29
2025-03-10,21:50:28,Monday,Trung tâm Văn hóa Chợ Lớn,Sân vận động Quận 5,Đường 3/2,Sunny,0,16,5.62
2025-03-25,06:10:28,Tuesday,Trường Trung học Chợ Lớn,Đền Vua,Đường Pasteur,Sunny,0,32,4.26
2025-03-19,14:40:28,Wednesday,Chợ Bình Đông,Trường Trung học Chợ Lớn,Đường Lý Tự Trọng,Sunny,0,52,1.45
2025-02-27,02:40:28,Thursday,Công viên District 5,Trường Trung học Chợ Lớn,Đường 3/2,Cloudy,1,48,7.75
2025-02-28,15:09:28,Friday,Siêu thị Big C District 5,Ngã tư Lê Văn Sỹ,Đường Lê Văn Sỹ,Sunny,1,18,7.33
2025-03-21,17:59:28,Friday,Đền Bà Thiên Hậu,Sân vận động Quận 5,Đường Lý Thường Kiệt,Rainy,1,57,0.5
2025-03-26,04:30:28,Wednesday,Trường Tiểu học Chợ Lớn,Nhà thờ Chợ Lớn,Đường Pasteur,Sunny,0,22,4.18
2025-03-03,09:18:28,Monday,Đền Bà Thiên Hậu,Sân vận động Quận 5,Đường 3/2,Rainy,0,13,3.63
2025-03-12,03:39:28,Wednesday,Chợ Bình Đông,Ngã tư Lê Văn Sỹ,Đường Nguyễn Văn Linh,Sunny,0,30,6.03
2025-03-07,19:08:28,Friday,Sân vận động Quận 5,Ngã tư Lê Văn Sỹ,Đường Đồng Khởi,Cloudy,2,15,7.36
2025-03-13,02:00:28,Thursday,Công viên District 5,Trường Trung học Chợ Lớn,Đường Lê Văn Sỹ,Sunny,0,18,4.62
2025-03-11,22:07:28,Tuesday,Siêu thị Big C District 5,Đền Bà Thiên Hậu,Đường Trường Chinh,Cloudy,0,48,6.22
2025-03-11,18:03:28,Tuesday,Chợ Bình Đông,Nhà thờ Chợ Lớn,Đường 3/2,Cloudy,0,11,4.68
2025-03-14,02:45:28,Friday,Trường Trung học Chợ Lớn,Đền Vua,Đường Bạch Đằng,Rainy,1,46,3.74
2025-03-23,22:50:28,Sunday,Trung tâm Văn hóa Chợ Lớn,Nhà thờ Chợ Lớn,Đường 3/2,Cloudy,0,74,5.12
2025-03-02,23:00:28,Sunday,Công viên District 5,Trường Trung học Chợ Lớn,Đường Nguyễn Văn Linh,Cloudy,1,8,5.37
2025-03-14,08:39:28,Friday,Trung tâm Văn hóa Chợ Lớn,Siêu thị Big C District 5,Đường Bạch Đằng,Rainy,1,47,5.47
2025-03-10,14:40:28,Monday,Trạm xe buýt Quận 5,Trung tâm Y tế Quận 5,Đường Nguyễn Văn Linh,Cloudy,0,17,1.46
2025-03-02,08:07:28,Sunday,Ngã tư Lê Văn Sỹ,Chợ Bình Đông,Đường Nguyễn Văn Linh,Cloudy,0,29,5.0
2025-03-19,15:56:28,Wednesday,Công viên District 5,Chợ Bình Tây,Đường Trần Hưng Đạo,Sunny,0,49,5.31
2025-03-06,06:29:28,Thursday,Nhà thờ Chợ Lớn,Bảo tàng Quận 5,Đường Lê Lợi,Sunny,1,15,2.31
2025-03-02,18:47:28,Sunday,Trung tâm Văn hóa Chợ Lớn,Chợ Bình Đông,Đường Cách Mạng Tháng Tám,Rainy,1,36,6.89
2025-03-01,03:00:28,Saturday,Ngã tư Lê Văn Sỹ,Trạm xe buýt Quận 5,Đường Tô Hiệu,Cloudy,0,30,7.85
2025-03-20,11:38:28,Thursday,Đền Bà Thiên Hậu,Nhà thờ Chợ Lớn,Đường Lý Thường Kiệt,Cloudy,3,32,7.47
2025-03-02,11:40:28,Sunday,Siêu thị Big C District 5,Trung tâm Y tế Quận 5,Đường Nguyễn Văn Quá,Sunny,1,29,5.82
2025-03-24,22:54:28,Monday,Bệnh viện Quận 5,Sân vận động Quận 5,Đường Cái Vạn,Sunny,0,11,2.56
2025-03-07,07:58:28,Friday,Sân vận động Quận 5,Siêu thị Big C District 5,Đường Cách Mạng Tháng Tám,Cloudy,2,22,6.24
2025-03-16,22:52:28,Sunday,Trung tâm Thương Mại Chợ Lớn,Trạm xe buýt Quận 5,Đường Lê Lợi,Sunny,2,5,6.64
2025-03-17,20:49:28,Monday,Trường Tiểu học Chợ Lớn,Công viên District 5,Đường Nguyễn Văn Linh,Rainy,0,35,4.34
2025-03-16,13:46:28,Sunday,Sân vận động Quận 5,Trường Trung học Chợ Lớn,Đường Trường Chinh,Sunny,1,12,3.0
2025-03-20,12:39:28,Thursday,Trung tâm Văn hóa Dân gian,Bệnh viện Quận 5,Đường Tô Hiệu,Sunny,1,28,4.56
2025-03-24,00:59:28,Monday,Trung tâm Văn hóa Chợ Lớn,Đền Vua,Đường Cái Vạn,Cloudy,2,36,2.64
2025-03-13,09:59:28,Thursday,Trạm xe buýt Quận 5,Bưu điện Chợ Lớn,Đường Bạch Đằng,Rainy,0,16,6.18
2025-03-02,04:42:28,Sunday,Trường Trung học Chợ Lớn,Chợ Bình Đông,Đường Trường Chinh,Sunny,1,21,5.33
2025-03-16,23:18:28,Sunday,Ngã tư Lê Văn Sỹ,Trung tâm Văn hóa Chợ Lớn,Đường Tô Hiệu,Sunny,1,44,6.35
2025-03-06,15:03:28,Thursday,Sân vận động Quận 5,Công viên District 5,Đường Lý Thường Kiệt,Sunny,1,36,5.04
2025-02-26,22:42:28,Wednesday,Trung tâm Y tế Quận 5,Ngã tư Lê Văn Sỹ,Đường Trần Hưng Đạo,Sunny,2,35,3.8
2025-02-28,05:40:28,Friday,Công viên District 5,Trung tâm Thương Mại Chợ Lớn,Đường Cái Vạn,Sunny,0,42,2.66
2025-03-01,00:45:28,Saturday,Nhà thờ Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,Đường Nguyễn Văn Quá,Sunny,1,6,1.33
2025-03-18,00:34:28,Tuesday,Trung tâm Văn hóa Chợ Lớn,Bảo tàng Quận 5,Đường Lý Tự Trọng,Cloudy,1,22,1.78
2025-02-28,03:04:28,Friday,Chợ Bình Tây,Đền Vua,Đường Lê Lợi,Rainy,1,9,3.76
2025-03-21,11:58:28,Friday,Siêu thị Big C District 5,Ngã tư Lê Văn Sỹ,Đường Lê Văn Sỹ,Sunny,1,34,4.14
2025-03-09,15:13:28,Sunday,Trung tâm Thương Mại Chợ Lớn,Trường Trung học Chợ Lớn,Đường 3/2,Sunny,1,36,5.66
2025-03-15,15:05:28,Saturday,Siêu thị Big C District 5,Sân vận động Quận 5,Đường 3/2,Sunny,1,36,5.85
2025-03-19,06:28:28,Wednesday,Siêu thị Big C District 5,Trạm xe buýt Quận 5,Đường Cái Vạn,Cloudy,1,44,6.66
2025-03-22,16:38:28,Saturday,Trung tâm Thương Mại Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,Đường Cách Mạng Tháng Tám,Sunny,0,40,2.5
2025-03-24,12:04:28,Monday,Công viên District 5,Trung tâm Thương Mại Chợ Lớn,Đường Pasteur,Sunny,0,59,5.53
2025-02-28,10:02:28,Friday,Ngã tư Lê Văn Sỹ,Công viên District 5,Đường 3/2,Stormy,1,38,6.49
2025-03-21,06:48:28,Friday,Ngã tư Lê Văn Sỹ,Trạm xe buýt Quận 5,Đường Cái Vạn,Sunny,3,12,1.79
2025-03-17,22:02:28,Monday,Đền Bà Thiên Hậu,Trung tâm Y tế Quận 5,Đường Trần Hưng Đạo,Sunny,0,37,2.58
2025-02-25,06:16:28,Tuesday,Công viên District 5,Chợ Bình Đông,Đường Trần Hưng Đạo,Sunny,0,15,3.09
2025-03-26,10:15:28,Wednesday,Bưu điện Chợ Lớn,Cửa hàng Điện máy X,Đường Bạch Đằng,Cloudy,2,7,8.95
2025-03-02,14:15:28,Sunday,Đền Bà Thiên Hậu,Công viên District 5,Đường Đồng Khởi,Sunny,1,48,6.84
2025-03-25,18:38:28,Tuesday,Bệnh viện Quận 5,Sân vận động Quận 5,Đường Bạch Đằng,Sunny,0,32,4.27
2025-03-04,19:37:28,Tuesday,Trung tâm Văn hóa Chợ Lớn,Chợ Bình Đông,Đường Bạch Đằng,Cloudy,2,34,6.42
